,AS16RHR_v31,AS16D4HR_v31,AS16RHNR_v31,AS16D4HNR_v31,AS16RHR_v33,AS16D4HR_v33,AS16RHNR_v33,AS16D4HNR_v33
112,0.0,-2.848173849872622e-12,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,2.1088886965846007e-12,0.0,0.0,-4.9314444631392305e-12,-4.523781626335141e-13
114,2.045080558126521e-12,0.0,0.0,0.0,0.0,0.0,5.105585089643732e-12,1.8024472328478975e-12
115,1.487788013351443e-12,0.0,0.0,4.065909236344356e-13,-1.9279510938284835e-13,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,-9.608803384371357e-13,0.0,0.0
117,0.0,0.0,3.815383751799734e-13,0.0,0.0,2.7705792097913845e-13,0.0,-3.864572923711916e-13
118,0.0,6.055985466079704e-13,1.0460738078070849e-14,0.0,0.0,-2.185443967279969e-12,0.0,0.0
119,0.0,0.0,0.0,0.0,1.4969231764466555e-12,0.0,0.0,0.0
120,0.0,-2.447486887132172e-12,0.0,1.9808163636147082e-12,0.0,0.0,0.0,1.793069733779022e-12
121,1.3025223093438553e-12,-6.577564918733906e-13,-6.406741543855174e-13,5.767374739950717e-13,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,1.9239282426190288e-13,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2921830496952577e-13
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,-1.1754554685918933e-12,0.0,0.0,0.0,0.0,-6.875430403103775e-13,0.0
126,0.0,0.0,0.0,-1.3571268990203907e-12,0.0,0.0,-6.702409618258908e-14,0.0
127,0.0,1.2193465540634847e-14,0.0,0.0,-9.850509930581126e-13,-2.1708685139193534e-12,0.0,0.0
128,0.0,0.0,0.0,0.0,-3.705242829919647e-12,0.0,3.1096324372672215e-12,-6.259799561751717e-13
129,0.0,0.0,0.0,3.2614673424448723e-13,-3.4446588185679996e-12,0.0,-2.7951945630967366e-12,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,3.7402424037777015e-12,0.0
131,4.777414643703006e-13,0.0,-2.7811246496056275e-13,0.0,0.0,0.0,-4.373218233174869e-12,2.621307462896473e-12
132,0.0,0.0,0.0,0.0,0.0,-1.919674583835752e-12,-1.2832894179974031e-12,0.0
133,0.0,7.219055473082465e-13,0.0,-1.3738068512767294e-12,0.0,0.0,0.0,0.0
134,0.0,1.7136356539581284e-12,0.0,0.0,2.3646601263678746e-12,0.0,0.0,0.0
135,0.0,0.0,-1.4705746394829574e-12,0.0,0.0,0.0,0.0,0.0
136,0.0,-1.395211002456514e-13,0.0,0.0,-1.8541121520641926e-12,0.0,-6.6953745502038424e-12,-7.937475296952612e-13
137,0.0,0.0,0.0,0.0,0.0,1.6570724342098414e-12,0.0,0.0
138,0.0,0.0,-1.5515134005082294e-12,0.0,0.0,0.0,9.556596366045497e-13,0.0
139,0.0,-1.97439299984183e-12,0.0,0.0,0.0,0.0,0.0,0.0
140,3.2054601843365335e-14,1.7588938311131646e-12,0.0,2.777200601328366e-13,0.0,-2.949016293301186e-13,0.0,0.0
141,-6.87480653216119e-13,6.024677830050012e-14,0.0,0.0,-4.724800815406493e-12,2.0906906805945543e-12,0.0,0.0
142,0.0,0.0,-1.0305659012567449e-13,0.0,0.0,9.536083341670113e-13,-3.000153816288492e-12,0.0
143,0.0,0.0,4.5147131970598304e-13,0.0,-5.115235098709046e-13,4.332408280264584e-12,1.2613201033430825e-12,0.0
144,0.0,0.0,0.0,-1.285543910951601e-13,0.0,0.0,0.0,0.0
145,1.8731285444137017e-12,1.990732485484842e-13,0.0,0.0,0.0,0.0,0.0,1.6120862830949019e-12
146,-2.242432120043709e-12,0.0,4.889059996544896e-13,0.0,-3.143271680209774e-12,0.0,0.0,6.327435303417411e-13
147,-4.665691649572911e-13,0.0,0.0,1.7932374770333231e-12,1.6700224082397516e-12,0.0,1.1685678849916652e-12,0.0
148,2.9312144075963765e-12,-4.4521880413468674e-13,0.0,0.0,0.0,0.0,2.7247684844218365e-13,0.0
149,0.0,-2.7877237628986246e-12,3.919705195997609e-13,0.0,0.0,0.0,-5.682155108965417e-13,0.0
150,0.0,-1.0078068365337928e-12,-4.104853429839996e-13,2.4359607454178626e-12,0.0,-5.996599636285787e-13,-6.542994037665523e-12,0.0
151,0.0,9.10012238814866e-13,0.0,0.0,-1.3592995519592886e-12,0.0,-6.9135301993784384e-12,0.0
152,0.0,0.0,0.0,0.0,-2.7544133853660975e-12,0.0,0.0,0.0
153,0.0,7.547981786372279e-13,1.703132967033959e-13,0.0,0.0,-9.676714047379561e-13,9.433427891040493e-13,0.0
154,0.0,0.0,0.0,0.0,6.788659027497048e-13,-1.5589434825779523e-13,-1.0919142358001077e-12,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37378989490716e-13
156,0.0,1.2633523208305886e-12,0.0,0.0,0.0,0.0,0.0,1.5051563275413488e-12
157,0.0,0.0,-9.677750452430852e-14,0.0,0.0,-1.833459510975936e-12,1.8171991332733824e-12,0.0
158,3.953133072951236e-13,1.24032312038048e-12,0.0,0.0,0.0,0.0,0.0,-2.1721528160310195e-13
159,0.0,0.0,-1.9948021229011257e-12,-1.1587670938090853e-12,0.0,0.0,-1.6184469968346594e-12,0.0
160,0.0,0.0,0.0,0.0,0.0,2.0854121629565687e-12,-9.516437151706935e-13,0.0
161,9.15561510234935e-13,0.0,0.0,0.0,6.028621766534434e-13,7.894926843905191e-13,0.0,0.0
162,0.0,0.0,0.0,0.0,2.1325435169938583e-12,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,-2.0843591702530295e-12,-4.262449782563151e-12,0.0
165,0.0,0.0,-2.0573033885465152e-12,0.0,8.465773132753843e-13,0.0,-2.0712385493137014e-12,-3.163928666303118e-13
166,-1.8558206240352515e-13,-8.589066270411383e-13,-2.6542605789017703e-13,-1.3894494777978823e-12,0.0,1.3032518309009554e-12,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,-1.3837612362943266e-12,0.0,-4.713783827945332e-12,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,8.205610841405708e-13,0.0,0.0,0.0
170,1.0650644609447198e-12,1.5604719490947894e-13,0.0,2.642801223259318e-13,0.0,0.0,0.0,0.0
171,0.0,-1.5091688856348209e-12,0.0,0.0,2.541457141302746e-12,0.0,0.0,-7.951983922488504e-14
172,-7.226867056926713e-13,0.0,0.0,1.3215046942558131e-12,1.3825428394788184e-13,0.0,-4.15618202889512e-12,-1.2342568875605924e-12
173,0.0,-2.023192486362593e-12,-1.2344075900401485e-12,0.0,-9.430150593634725e-12,0.0,-2.6453478060665237e-13,0.0
174,0.0,-1.0555238991916466e-12,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,2.4806606238881707e-14,-3.4227119979674117e-13,0.0,0.0,0.0,0.0,0.0
176,0.0,-6.776214032019402e-13,0.0,-1.6576907588657977e-12,0.0,-8.890084811983062e-13,-9.226259209512878e-14,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,-3.1372897151282493e-13,0.0,0.0,5.595481411525552e-13,5.600869628583145e-13,0.0,0.0,0.0
179,0.0,-7.653655006871518e-13,0.0,0.0,0.0,1.1188573055355177e-12,-3.0523892156275275e-13,0.0
180,0.0,0.0,1.4891250109372219e-12,0.0,0.0,0.0,0.0,0.0
181,0.0,-1.9089173470104243e-12,0.0,-1.2807411004536307e-12,0.0,-4.3258155445667455e-13,-1.6097946199760361e-12,7.372270715307169e-14
182,0.0,6.095376819037228e-14,-6.728193530302243e-13,8.385575029143582e-13,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4931486638445146e-12
184,0.0,0.0,0.0,0.0,-6.068744164711452e-13,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,1.7533879504746208e-12,-3.188868655967607e-13,-1.1876919011777196e-12,-1.730067852297539e-12
186,0.0,0.0,0.0,0.0,0.0,-1.3380223146894226e-12,0.0,0.0
187,2.5733397459461107e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,-1.3065479799475837e-12,0.0,0.0,0.0,0.0,0.0,-3.0774587001390873e-12
189,0.0,1.0574746406877794e-12,0.0,1.0528913366402782e-12,6.62963255320421e-12,-1.495914201679817e-12,-1.3073565531596737e-12,0.0
190,-8.152492602211559e-13,0.0,0.0,0.0,0.0,0.0,-8.225634336284602e-13,0.0
191,9.6382019465849e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,-1.049175440579641e-12,0.0,0.0,0.0,0.0,6.954802249290739e-14,2.5804200390311513e-12,0.0
193,0.0,0.0,2.3931112472602975e-13,0.0,0.0,2.41381950540765e-12,0.0,0.0
194,0.0,1.0606109386809542e-12,1.0078472955328164e-12,3.2006065002195247e-13,1.857146707147523e-12,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,-1.150876057490321e-12,0.0,0.0
197,0.0,5.58881499433252e-13,0.0,0.0,3.5229295863105934e-12,0.0,6.446440706945564e-12,-9.872514066434482e-13
198,0.0,0.0,0.0,0.0,-8.26534119175791e-13,-1.8483626575873343e-12,0.0,0.0
199,0.0,0.0,0.0,0.0,1.2731766881389275e-12,0.0,0.0,-1.8885473396525188e-12
200,0.0,0.0,0.0,0.0,0.0,9.280590105526606e-13,0.0,0.0
201,-1.9862170538371182e-13,-4.597750691591917e-13,0.0,0.0,-4.137279119353187e-12,0.0,0.0,0.0
202,0.0,-1.149128790307441e-13,0.0,0.0,0.0,0.0,-2.3496091601435063e-12,1.3383053630240677e-12
203,0.0,1.4222850500200308e-12,4.77863228721582e-13,0.0,0.0,0.0,-1.2758619598717292e-12,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.369412624479295e-13
205,-1.012383115856491e-12,-1.3522070725114172e-13,0.0,0.0,0.0,1.555130599327949e-12,-1.6690671025820681e-12,0.0
206,0.0,1.2138599245312813e-13,0.0,0.0,-1.7590964341571406e-12,0.0,0.0,0.0
207,1.5328335282613606e-12,0.0,0.0,0.0,0.0,0.0,0.0,-8.080870933201095e-13
208,-1.0155664992917566e-12,0.0,0.0,5.1624542099672e-13,-6.253149770590059e-13,0.0,0.0,0.0
209,0.0,0.0,-9.226926832126485e-13,0.0,0.0,0.0,0.0,2.5593389717486743e-14
210,0.0,0.0,0.0,0.0,2.54945946611848e-12,0.0,-3.9342756837736844e-13,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1055463824680927e-12
212,-8.382731967872818e-13,-2.680434882995549e-13,0.0,0.0,0.0,0.0,-8.637143781707823e-14,0.0
213,1.7217763254039199e-12,0.0,0.0,0.0,2.704339601663678e-13,0.0,-2.326043838414796e-12,0.0
214,-1.7180080496880575e-12,0.0,-1.6155077667795738e-12,2.4330856217444412e-14,-4.457562887179899e-14,7.842849360378869e-13,-7.275650356475651e-13,0.0
215,1.639289624660196e-12,0.0,0.0,6.222678455436843e-13,0.0,-1.3086356555775804e-12,0.0,0.0
216,0.0,7.161896232822681e-13,0.0,1.1307679123816217e-12,-2.930934786258744e-14,0.0,-2.0691006216215235e-12,0.0
217,-6.787281353333596e-13,0.0,-9.17865231082299e-13,0.0,1.1240770716485282e-12,0.0,-6.198583882489551e-12,9.551699473221807e-13
218,1.1367362087420142e-13,0.0,0.0,0.0,0.0,-1.2730386322611288e-12,0.0,0.0
219,-1.1512949891657165e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,8.935060201522702e-13,0.0,0.0,0.0,0.0,0.0,-7.629648187717637e-13,0.0
221,2.447413336492801e-12,1.0809695214504512e-12,0.0,-2.1048769985720594e-12,0.0,0.0,0.0,-2.1663094482922492e-12
222,0.0,0.0,0.0,0.0,2.3122908383166496e-13,-2.5948161129147497e-12,7.710709383372722e-12,0.0
223,-1.887396202940669e-12,1.9562641596165715e-12,0.0,2.102047795381374e-12,-8.758843481718922e-13,-4.827291112559542e-13,0.0,-7.926075131873814e-13
224,0.0,-1.8502183982653398e-13,6.17089981451588e-13,0.0,0.0,0.0,0.0,-9.63099376334775e-15
225,0.0,6.154242469914366e-13,0.0,0.0,9.001581789138601e-13,0.0,0.0,0.0
226,-6.685473140881554e-13,-6.330547580502261e-13,-7.632540196661192e-13,-2.3682014880828995e-13,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,-4.545313852737995e-14,0.0,8.001183251796384e-13,0.0,0.0
228,-7.065291474114525e-13,0.0,-6.688344283463157e-13,0.0,0.0,0.0,0.0,-1.0564036636875558e-12
229,-1.3594332216125335e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,1.4390940830902563e-12,0.0,0.0,-1.1604306970517346e-12,0.0,-1.008233794239139e-13,0.0
232,0.0,0.0,-1.2746843479175104e-13,0.0,1.896057238215425e-12,0.0,0.0,0.0
233,-5.58713639367644e-13,0.0,2.3052393589757506e-12,0.0,0.0,1.9991377084209133e-12,0.0,0.0
234,0.0,2.3572756913640225e-12,1.728982006829092e-13,0.0,0.0,0.0,-2.823639130691451e-12,0.0
235,0.0,0.0,0.0,0.0,0.0,-2.5789541294062627e-13,0.0,0.0
236,0.0,0.0,0.0,-1.2165238972131952e-12,0.0,0.0,2.723576335512551e-13,2.5423428501409276e-13
237,-5.726148356961315e-13,0.0,0.0,0.0,0.0,-1.6899937508326394e-12,0.0,0.0
238,0.0,0.0,0.0,0.0,2.443082368235714e-12,0.0,1.2000529221692625e-13,0.0
239,0.0,0.0,2.1515213010984503e-12,0.0,-1.2580201351249892e-12,0.0,0.0,0.0
240,0.0,1.107193610902595e-12,0.0,-1.0038663075007406e-12,0.0,0.0,0.0,0.0
241,1.4582938220990897e-12,0.0,0.0,0.0,0.0,-1.064691396362356e-12,0.0,-1.1953237362982798e-12
242,-1.5850063006344152e-12,1.462062834124968e-12,0.0,0.0,-9.518085573860582e-13,0.0,0.0,0.0
243,8.765284828065578e-13,0.0,-2.2164627147163618e-12,0.0,-2.967800107608012e-13,0.0,1.5551960839624903e-12,0.0
244,-2.1638213463055266e-12,0.0,0.0,0.0,-1.104238329342677e-12,0.0,-1.8212889878885548e-12,0.0
245,-3.0546225207028848e-12,-1.7362167530568116e-12,0.0,-9.832049100376304e-13,2.266509235315416e-12,0.0,3.968894851772629e-12,0.0
246,0.0,1.0920745091291568e-12,2.6459069307832897e-13,-4.338674639767612e-13,-5.983307300887295e-13,0.0,0.0,-5.922335786354726e-13
247,0.0,0.0,0.0,0.0,0.0,0.0,-7.068486300720303e-13,0.0
248,0.0,8.537293336522878e-14,0.0,-8.813496199090566e-13,0.0,4.443267935124785e-13,0.0,0.0
249,0.0,5.142991160714647e-13,-1.017307769839326e-13,0.0,-2.6545053634984513e-12,-9.551770431721748e-13,0.0,0.0
250,0.0,0.0,0.0,0.0,3.5613104438742023e-12,0.0,0.0,2.818453575426342e-12
251,0.0,0.0,0.0,-7.781537376734419e-13,-5.483708364613668e-13,0.0,0.0,0.0
252,9.372471345460007e-13,0.0,0.0,0.0,0.0,-1.8219682876081502e-12,2.703375021408301e-12,0.0
