,theta,phi
0,2.7142808203840163,0.03559142472954639
1,2.762750348099276,-3.134021316275935
2,2.943584931191831,-2.496730314040225
3,2.6784059798930704,0.08603066878213117
4,3.0318564796634124,-0.3645692183099748
5,2.937459620579752,1.0589139980649496
6,3.081436030118246,2.954063311384184
7,2.9835063674694307,-0.5690901198656413
8,2.9853717027500175,2.997795602249689
9,2.815469478139121,3.0705300682206573
10,3.02956212039923,0.08250053786030691
11,2.861011623575477,1.6728311149437822
12,2.8353243148014013,3.1353412914375935
13,2.632918731486192,0.9155063015060044
14,2.90549112570496,-1.4938440487133542
15,2.936262499728463,-1.2475591106699935
16,2.6825284531096627,0.08581197132516716
17,3.011835500340022,2.2800134591403616
18,3.0010825822234986,2.996683398306107
19,2.6955007980601113,2.9588745245248904
20,2.664942873668397,-0.4829373128417178
21,3.0527665615932795,-2.9729361203560876
22,2.9978610995701382,0.24544960147953573
23,2.6742054081080693,0.8945862920555717
24,2.9332917898940245,-2.6788126226947653
25,2.836232349911708,3.0125571780178673
26,2.633184984636403,-0.07613304393022245
27,2.700225878529251,-2.4930287597520326
28,2.8258605667360563,3.1310800024827996
29,2.929090209008025,-3.027960085479988
30,2.7372200554274815,0.24825626315591576
31,2.8690268177534395,2.793801278034646
32,2.968614765821799,2.734096708076584
33,3.0427345494601616,-0.2991039381324824
34,2.7764557462413513,-2.622170066992701
35,2.62203362327649,2.5387251903386048
36,3.019429188586105,0.023066390117618605
37,2.8405832333886685,-3.069969886693817
38,3.080772706310448,2.7231224889765238
39,2.92240048350575,-2.6901983316325313
40,3.105141885532541,-2.826286364015505
41,2.8220028855146557,0.07615448534765903
42,3.022430538671348,-0.6851680320444817
43,2.54098774364756,-2.8948685488633714
44,2.834960978519055,0.1660631578550032
45,2.748665466842518,-0.05309218600485622
46,3.0361254241140987,0.5547270648959429
47,2.888267047885701,-2.819812470399958
48,2.819885849957072,2.6990942826207673
49,3.06707218373897,-3.008843356640158
50,2.811086928581454,-0.2855209826486914
51,2.7431601592651536,-3.140091595803469
52,2.5836599786142407,2.943350437977678
53,2.8950724113625332,-0.25070729164447986
54,3.058684867716503,0.1852050785707666
55,2.807890823414717,-2.6459745150577048
56,2.9148493394531143,0.6969137201322944
57,3.102700519683453,-0.07639669599348915
58,3.010297859209623,0.22102900972326853
59,3.0576777115207907,0.08330895977362457
60,3.098924641310064,0.06224917948689204
61,3.007797074320316,0.553850218179391
62,2.6242367971204095,2.0234058897546143
63,2.9496609109754797,-2.2185838759211918
64,2.622094474378948,-2.4167914841197984
65,2.8445535593441593,2.7802949864579114
66,2.6160491544011633,0.7382276811047433
67,2.680165851646158,-2.9951102788970374
68,2.7426020824071586,-2.8974063436436444
69,2.749197707939228,-0.1506129987874733
70,2.905224396029808,0.14833923739052987
71,2.6318575786085447,-1.9081914030349005
72,2.920907342644185,-2.8037671679586085
73,2.700195636173922,1.1350509167257286
74,2.812997169374627,-0.41226130698153857
75,2.9151324864068493,0.6328114237743192
76,3.1092499864666254,3.126749019830404
77,2.9445119900327454,-2.0145034029416387
78,2.902151824404275,-3.0402030588941447
79,3.1293987368720413,0.008286891350266896
80,3.0724368620327978,0.28235784650545415
81,2.691384198167611,-3.1264093984248595
82,3.0451892570530665,-0.3114179643010653
83,3.079178145081776,0.04237887139091444
84,2.722222780993202,-0.2508373889470835
85,2.6830041899248958,0.11985946129953831
86,2.940858924774808,-3.083423089042681
87,2.800137255014305,2.9460163507093315
88,2.7006441657119766,0.9948389597554071
89,2.860833022635569,-0.34942673117300377
90,2.8459091024827017,-2.4115388556141646
91,2.717770884820726,1.1797130478836295
92,2.894029930732928,2.9328464457489725
93,3.0107373541496476,0.010042805202610873
94,2.891046419546064,-0.14613476862211308
95,3.022871857382675,-1.3002564924993723
96,2.7637671225466742,-1.5140669489479825
97,3.0146043612483067,1.6920706118544773
98,2.5461804805478216,2.7957252190777595
99,2.812039773890516,0.10518845837862922
100,3.101076315745862,-0.19784323336320686
101,2.93556503841758,-0.11784511210108561
102,2.7040805500742393,-0.200914565284993
103,2.859860935315011,-2.6975685085790095
104,2.930248492747437,-2.7146771953133793
105,2.789467874928861,0.03985926372803723
106,2.9614475869994403,2.716307094748545
107,2.632990594850587,-0.9383992063088205
108,2.931154048751022,-0.04256305044048194
109,2.9558172047030076,1.2859586134532093
110,2.8804410239410236,2.494914787519821
111,3.0774517797609233,-2.5705032125611753
112,3.0478427610605094,3.109457347921677
113,3.025779195113816,1.205058046408337
114,3.0448722099507335,0.8684352638880058
115,2.8018087020657854,-3.067755195271589
116,2.8981129701029,2.9199260780399214
117,2.714527696834519,0.1488170566227428
118,3.0224147794186424,1.447947525205449
119,2.963650028252698,-0.9611815817195941
120,2.905003485509008,-0.044827017732167664
121,3.098924230621868,-3.1032688658046945
122,2.9288352645787095,-0.21752498376598542
123,2.866152407240017,0.2516265796358414
124,2.6896959501984474,-3.0464951754015015
125,2.8600457665905012,-2.539334253464892
126,2.975114570406158,-0.05202947511805197
127,2.6272840950329455,0.24285796504012877
128,2.9875653652513745,2.8834529655763603
129,3.1020623489449375,0.4707731444012854
130,2.940931199259263,-0.1306494622224443
131,2.894222143299598,2.996895400338926
132,2.7203918384187844,-0.2243696346697692
133,2.6765818940354835,2.930724212751006
134,2.5691781340038795,2.8649932110818286
135,2.8886280923045136,-2.937918109343945
136,2.6516585856917256,-2.747422874495934
137,2.907549365984982,-2.5405633485952235
138,3.026608853286365,2.998474600407871
139,2.9760291898157503,-0.14098528208864206
140,2.7375895215078816,-0.015869678561262215
141,2.863839717890678,0.275765109714309
142,3.1039246371740314,0.05422179394854834
143,2.689774859019798,-3.054304182874535
144,2.9675419404605035,1.6820722942587882
145,3.0737561878414335,2.650827865534005
146,2.8633829188877598,1.2966474735508111
147,2.9762327966316784,2.9317000103802866
148,2.585913874695688,2.9554680326323415
149,2.99434019358371,-2.797378344537314
150,2.721577132614114,3.1301499253481357
151,2.5814210876938706,-0.35913397412063297
152,2.850858807209043,2.0819076921093864
153,2.9361620453058346,-2.317112905336365
154,2.9820655307016466,2.8991277587390907
155,2.8405326883167805,-0.22419012340858954
156,3.061870173333733,0.0102103814857835
157,2.940744239998323,-0.1896740598082263
158,2.951375537735857,0.09913776385470723
159,2.969091828438333,0.6909986618585218
160,2.7287455895366275,-1.4808590471416272
161,3.0132614545895375,-0.6322766998477053
162,2.8007904604004814,2.9471753422639924
163,2.708930108034561,-2.6174713507054763
164,2.8225339291748264,2.5729737720463706
165,2.984880421647394,2.933456442174081
166,2.8500173793349024,-0.35807024765338985
167,2.9089289149606157,-0.32127515598071715
168,3.0427323899918925,2.4633279580870666
169,2.9279347704412877,0.6014684921785788
170,2.5841917860786987,0.7953972842970151
171,2.811634921097032,1.5860898853661205
172,2.540303359618701,-1.379626070135736
173,2.8397890461203668,2.1580716106250337
174,2.8494869858111627,2.8794013328988393
175,2.63275167454941,-2.5521943567779437
