,theta,phi
0,2.600490407544684,1.3256526462880496
1,2.7909387994606005,-8.945886023051637e-05
2,2.708139050629921,-0.24590630939582706
3,2.448792626225602,0.18691179876768263
4,3.014422836966419,-0.5049109068167765
5,2.5319467109973424,-3.1242288102682125
6,2.9404323939302652,0.04022108013333804
7,3.0850385039609116,0.005483115201801457
8,2.29416058026268,-0.05418247889246769
9,2.7564701897898702,-1.1962752975384914
10,1.8012252699993943,0.9263551660296839
11,2.7571203387570002,2.9576590616849927
12,2.8891861535826293,-0.10920266270518886
13,2.648021915087162,-2.923742058727609
14,2.948166325556123,-0.011262491982247212
15,2.595566958700302,0.4830259344542027
16,2.5614525248715716,-0.7434095483612507
17,2.9615489762614384,-2.5080151097792425
18,2.750164830733683,-0.09414966191095295
19,3.00778216294146,0.11975896915751277
20,2.5637871765203353,2.5260645012568874
21,2.8293788134413873,-0.14643664208766638
22,2.7857747717590255,3.000542010148871
23,2.568830897544103,0.007889469069553855
24,2.5777054716421737,0.01054070149338734
25,2.9068169470286804,-0.012390457858501446
26,2.810126887133463,1.3261327350811214
27,2.513289458792376,-0.08214609240397037
28,2.7080909212204727,2.92435992569576
29,2.9441105777441785,0.6239208533819527
30,2.6989629151270216,0.002843209001492767
31,2.5477113647171277,1.3728075729473155
32,2.3942958666962206,0.6336447694675201
33,2.7550205796270513,0.4134337816361538
34,2.368215044539678,-2.8567878122590855
35,2.8820593850844753,0.7735931535420972
36,2.564656891716502,0.17621541549970304
37,2.927812717156771,0.19832047505533995
38,2.4646571499321346,-0.00046843600917061286
39,2.4598744194648114,-0.023697470287754048
40,2.7330698018380732,0.03832394940662593
41,2.5649926168513573,0.2862434885161565
42,2.271445494562431,-2.7423257127711147
43,2.592458964183659,0.46780020465812433
44,2.7126804905232813,-0.49059021316201257
45,2.5512315037092517,-2.6627487139022454
46,2.9156906318018887,-0.06845079094121787
47,2.5450693249018044,-1.2783133024300708
48,2.6804321560930844,-1.281886230865766
49,2.1651605364393283,0.5188097453700955
50,2.7751231631218616,-1.2710124491418529
51,2.507600099156047,-0.033660436366099535
52,2.8435109295804866,-0.04133377483772727
53,2.9662499026099156,-2.6971650575534585
54,2.5604925086001793,-0.692700146176764
55,2.822812794426761,-0.24418080222397642
56,2.780363301351802,-0.14327281935275887
57,2.595604757914201,-0.848038732363848
58,2.6527024804565835,-0.20082157135675074
59,2.794267283166499,0.3383766662911151
60,2.670818499170919,-0.07765666248850847
61,2.494793999675463,-0.25219938251390855
62,2.5426794825399783,-0.048825481882092424
63,2.687142394691605,-1.336269953116599
64,2.746695613567541,1.119338504090491
65,2.5451680092837194,1.7130651242589345
66,2.684663322427245,-0.04698161909166814
67,2.521285758818803,-0.327211212969265
68,2.5719161205732193,-2.3859006525516544
69,2.9733372530882836,-2.978416351636579
70,2.849738203989619,0.014916904953304432
71,2.9661253890216694,2.9918711344484494
72,2.512605995733781,-0.21524261321492957
73,3.0978866373283735,0.040045062373381166
74,2.6958298903121913,-0.40195204721743755
75,2.89385842948383,-2.228726531062713
76,2.5159411965899365,-0.05561981782935732
77,2.6481118191289177,0.8975307153896955
78,2.72186114923079,1.2060226225358193
79,3.06464254079462,-0.03138868293081796
80,2.7410875366601943,2.850429759141413
81,2.9329369836580543,-1.4426495929509824
82,2.635868745138557,-0.5264454121273644
83,2.7390441311432934,2.0997748173227357
84,2.896649685003973,-0.08891350492765238
85,2.5064637435221737,3.0659871857405703
86,2.6791387854992457,0.057255417009865715
87,2.727359857955925,-0.06334163534729349
88,2.238135320440343,-0.08868368839015799
89,3.093894233241351,-0.21172744362587995
90,2.754775131064458,0.2769830720410207
91,2.8974704653109855,-3.139848451364645
92,2.685450589883926,0.43129237017487665
93,2.937766583749391,0.47840775847544204
94,2.591324739134306,-0.574749221631689
95,2.771970210609512,1.138212802486799
96,2.491449904053933,0.003746111014190342
97,2.8030445630038057,0.018752671982759067
98,2.4171789793553167,-1.0371340528795125
99,2.860088113024089,-0.25331285158836336
100,2.7129911928657244,0.010588024634501297
101,2.735024582155955,0.19453094588513917
102,2.7852738437409714,-0.21856295215560204
103,2.512784137394483,-3.1266515636388443
104,2.5073070723461055,2.781938266968024
105,2.602090546168997,0.010050472422692917
106,2.7665773265767957,1.0601267142401583
107,2.6439322953944093,0.1310747635316151
108,2.5316540798341167,0.44369029075621147
109,2.7509443917916254,0.07270300321404513
110,2.295663082738664,-0.18521323541008097
111,2.523719168690446,-0.2587413579575252
112,2.881024647461442,0.029151438945598806
113,2.6084805426733824,2.9918043673386467
114,2.4326664963383386,-3.0871247366650696
115,2.7216913122665476,-0.05234253573753324
116,2.8251695688122007,-2.60229409789109
117,1.974206232499824,-3.041553688712373
118,2.415561409376424,-0.027571644154086358
119,2.8099669905969122,0.4210748530434799
120,3.0869655585376328,0.04458097634600252
121,2.782341784580397,-0.5773026419511003
122,2.862210743039332,0.3839942228509998
123,2.835252636476733,-0.061885892351733966
124,2.7365520735606186,3.1342872099580594
125,2.8219655894443783,0.013593283038472181
126,2.6922657531462875,-0.20808200450585265
127,2.625464571568283,0.3858259251797731
128,2.902228041520667,-0.39924373775751676
