,ASB1n1v2,ASB1n2v2,ASB1n3v2,ASB1n4v2,ASB1n5v2,,,,
1276,4.325331,3.994811,2.301757,0.361615,5.503632,,,,
1277,7.176265,4.711362,4.798397,2.271035,6.33076,,,,
1278,7.374171,3.497123,16.747442,10.767306,4.62451,,,,
1279,6.715683,1.58182,12.669972,17.320996,10.062437,,,,
1280,11.188973,0.234201,0.015507,0.965399,18.220695,,,,
1281,11.429747,9.718396,3.93089,4.754514,21.487932,,,,
1282,2.369195,5.649188,2.993578,9.113834,2.22009,,,,
1283,8.038177,4.347089,11.253459,4.644411,6.482317,,,,
1284,7.700146,21.356979,9.685834,19.981881,1.649554,,,,
1285,0.815088,15.344364,13.467331,14.139411,2.108631,,,,
1286,11.078289,8.599397,3.773712,8.30113,24.234885,,,,
1287,2.794835,6.015098,17.039287,1.323265,6.678451,,,,
1288,13.256912,17.559775,7.381086,2.291685,6.718966,,,,
1289,14.712567,3.261053,2.840705,0.744361,35.184457,,,,
1290,4.137722,0.169894,3.489689,0.837091,0.265948,,,,
1291,0.069626,21.885519,0.561418,0.853826,0.894381,,,,
1292,22.216988,2.026472,1.079134,6.543013,5.555647,,,,
1293,6.256951,1.341656,4.567232,3.055787,13.961699,,,,
1294,5.82778,6.46248,4.270526,16.655848,4.4029,,,,
1295,1.784958,9.656247,1.606164,2.584113,6.171964,,,,
1296,2.969137,5.056757,4.02636,7.086408,6.143628,,,,
1297,17.296513,10.348785,7.182342,9.044768,6.650334,,,,
1298,15.446477,26.585126,4.717088,3.315355,11.549889,,,,
1299,2.798461,8.633696,2.267294,7.750361,8.172738,,,,
1300,13.346798,1.507928,18.458815,11.083501,11.911768,,,,
1301,16.802776,10.778934,3.095867,5.150055,5.194275,,,,
1302,1.944894,24.181917,4.487834,3.430991,15.709895,,,,
1303,11.818966,16.281907,3.06664,1.797376,2.480674,,,,
1304,5.035661,0.057108,3.067201,9.834061,6.71339,,,,
1305,2.992656,6.937191,0.801412,4.044103,7.359553,,,,
1306,0.337704,12.103452,4.372096,1.357235,15.249688,,,,
1307,9.290946,9.453106,0.395706,1.575584,7.96796,,,,
1308,0.671696,2.874272,3.378186,2.787269,9.899957,,,,
1309,13.882487,6.34323,9.430706,1.549079,4.669121,,,,
1310,16.846813,19.173769,13.486126,1.721664,7.367282,,,,
1311,9.26999,1.963926,10.285611,12.278007,1.053242,,,,
1312,30.610156,16.450784,3.45448,0.788383,11.490406,,,,
1313,22.874512,11.428745,6.476145,3.939464,18.856649,,,,
1314,2.559313,14.930135,4.202956,4.052385,7.225599,,,,
1315,4.144331,6.49421,17.357284,0.167765,10.632462,,,,
1316,2.088801,8.422688,12.839723,4.461534,12.635943,,,,
1317,5.904512,5.732101,1.126624,3.266869,3.117707,,,,
1318,20.542005,4.605775,31.053299,2.503242,8.753315,,,,
1319,9.005273,18.214195,4.616223,2.752309,0.077447,,,,
1320,4.040203,1.249998,6.697477,5.45159,1.932202,,,,
1321,5.01639,8.764382,1.977111,17.368539,2.744335,,,,
1322,9.021075,4.399288,6.930189,8.396622,6.31873,,,,
1323,13.791729,26.482792,6.141647,17.863274,5.283054,,,,
1324,2.358734,16.476446,9.157925,1.93903,5.346159,,,,
1325,27.521834,5.010368,2.385028,1.142469,4.355371,,,,
1326,8.527295,0.553835,8.010244,5.766341,8.184155,,,,
1327,10.895464,18.46355,4.286683,1.61904,1.881705,,,,
1328,6.366133,1.026393,19.87949,0.409851,4.999522,,,,
1329,4.893766,1.584895,7.717616,7.37915,15.651165,,,,
1330,4.630577,1.380569,1.702898,0.6979,11.380997,,,,
1331,4.986822,4.389607,2.389812,0.306785,3.035908,,,,
1332,1.337104,0.534448,0.991763,26.953976,2.616165,,,,
1333,0.655207,5.310276,2.33911,3.269304,14.487772,,,,
1334,4.825896,1.681017,12.915305,2.143859,7.349614,,,,
1335,13.810725,11.781282,16.356489,4.839872,2.493709,,,,
1336,1.995651,6.675034,11.744879,3.650466,3.276006,,,,
1337,1.050232,10.860969,1.801735,11.81328,0.183539,,,,
1338,12.670845,11.995704,6.544071,3.459408,0.366243,,,,
1339,7.302554,0.859764,2.36286,8.247809,1.988074,,,,
1340,0.158835,5.207468,22.208418,7.924631,13.075525,,,,
1341,16.599412,4.304367,18.721852,5.986292,2.568323,,,,
1342,5.841815,4.687441,2.492039,3.26732,8.064303,,,,
1343,11.260771,1.350161,6.123514,12.585308,1.514437,,,,
1344,2.794783,3.006847,0.804477,6.882753,0.302183,,,,
1345,4.382182,1.534728,13.247022,10.555135,4.376088,,,,
1346,1.191885,2.927991,8.515943,6.790256,17.139394,,,,
1347,2.067939,2.342249,1.988635,16.765412,0.411358,,,,
1348,0.030118,5.891478,18.354485,10.547066,5.685079,,,,
1349,11.796171,3.142801,0.823778,15.0819,7.205866,,,,
1350,1.660667,2.549761,0.383208,24.959681,2.803268,,,,
1351,1.894806,19.13467,3.705939,12.076223,3.766599,,,,
1352,2.195337,26.336393,10.825574,0.247705,4.283873,,,,
1353,0.880168,3.924877,10.447554,0.556584,11.615097,,,,
1354,5.298693,4.752293,8.114979,6.663117,2.794796,,,,
1355,2.030804,7.396667,10.24243,25.358301,14.809568,,,,
1356,7.954455,1.311125,3.434064,1.376217,2.222073,,,,
1357,6.280281,0.271477,0.395283,16.083988,11.111688,,,,
1358,1.288388,3.36293,2.05691,2.059484,0.495799,,,,
1359,0.659516,27.799743,4.335011,1.53603,17.622277,,,,
1360,5.784032,1.608461,3.652989,6.099984,1.857749,,,,
1361,4.358523,4.319227,0.980746,9.221323,10.360365,,,,
1362,0.806966,9.549479,1.021137,7.145822,1.708274,,,,
1363,6.975321,6.010593,3.414072,0.752713,1.770438,,,,
1364,7.962082,6.402823,0.279085,7.20392,2.526125,,,,
1365,4.429698,3.796745,8.968039,1.229449,7.309732,,,,
1366,7.299862,0.144914,26.203975,1.638821,3.059754,,,,
1367,13.903533,5.963955,11.009403,2.302134,6.929048,,,,
1368,15.670675,21.670726,10.61998,6.274135,5.469768,,,,
1369,16.004647,3.604876,8.81804,3.051406,11.960444,,,,
1370,6.427223,6.358717,8.841475,16.098777,8.367463,,,,
1371,11.176292,3.488454,1.35483,5.640032,7.543481,,,,
1372,4.466409,2.180899,24.058792,17.134772,17.085384,,,,
1373,10.068648,0.900845,5.006541,1.693976,6.083749,,,,
1374,6.29614,0.460402,4.347974,0.682714,4.54327,,,,
1375,6.694224,29.569493,4.818653,13.406708,4.500526,,,,
1376,3.007852,7.742501,11.409141,1.379732,19.480496,,,,
1377,3.734094,7.541826,5.656988,0.281212,2.711178,,,,
1378,0.509323,32.348982,2.802481,2.845258,2.104282,,,,
1379,6.417633,21.238531,0.001823,7.186662,13.010658,,,,
1380,3.713839,3.627792,10.035526,11.288195,11.085637,,,,
1381,10.387288,10.335561,2.515123,16.524836,9.316432,,,,
1382,0.292925,5.437363,7.189545,3.985952,0.156025,,,,
1383,8.856149,15.78476,4.338553,4.976953,2.78974,,,,
1384,0.270865,4.576575,2.53528,8.707075,6.760216,,,,
1385,8.85978,1.619913,1.952382,6.911354,6.862847,,,,
1386,14.683424,2.386207,10.530389,1.515968,3.594038,,,,
1387,2.879111,0.104804,11.332597,2.389111,3.034256,,,,
1388,0.874012,13.011611,1.683209,19.287316,7.749991,,,,
1389,2.906362,3.867593,2.969602,0.304329,6.729937,,,,
1390,7.281705,1.806574,11.233602,12.180499,8.711423,,,,
1391,14.502974,5.921507,6.303387,1.085129,1.815076,,,,
1392,6.013294,3.314464,5.57502,47.956312,13.920996,,,,
1393,10.347815,2.135947,5.640637,1.254867,4.741279,,,,
1394,1.072657,19.683319,0.426325,6.743341,3.879055,,,,
1395,8.025162,7.999657,8.470283,1.225784,12.600055,,,,
1396,2.54669,2.220524,17.644486,5.350149,8.855962,,,,
1397,1.288812,32.283617,2.414043,6.810846,2.813589,,,,
1398,14.452948,5.899891,1.412993,4.567785,10.661401,,,,
1399,0.796961,20.343608,6.674711,1.32817,16.062911,,,,
1400,11.973447,1.168367,4.826588,4.585336,0.67074,,,,
1401,1.401064,5.000598,18.008173,0.910184,14.982143,,,,
1402,14.987138,1.237591,2.321899,1.658607,8.417108,,,,
1403,1.020283,1.044884,0.823958,9.492563,8.650234,,,,
1404,0.708332,0.037853,0.991695,4.82109,2.234917,,,,
1405,7.913152,16.974104,4.661359,2.285239,7.224634,,,,
1406,8.25232,4.204982,11.605258,4.918439,6.148559,,,,
1407,5.42161,13.909003,10.315364,10.597279,6.193203,,,,
1408,2.309148,0.186176,4.460739,4.284604,2.778466,,,,
1409,7.272704,0.408939,23.711812,43.781397,32.363867,,,,
1410,1.251246,8.347821,3.099964,8.470001,14.528511,,,,
1411,0.422658,23.499881,1.837331,6.474152,12.097792,,,,
1412,0.773164,2.075109,3.853773,0.352894,12.748427,,,,
1413,10.881041,7.687486,3.076254,0.109031,15.001958,,,,
1414,9.45846,14.794097,2.51867,1.286506,6.138499,,,,
1415,11.757589,15.846748,0.309341,24.73757,0.244634,,,,
1416,9.014302,9.869641,19.011147,9.610697,3.705302,,,,
1417,11.883966,6.3289,14.017073,3.402536,15.098525,,,,
1418,7.043016,8.758255,5.763393,2.209872,0.185827,,,,
1419,1.569855,15.714707,4.017315,1.356094,11.985801,,,,
1420,4.628161,3.228044,0.752907,9.721926,5.094589,,,,
1421,0.75519,12.218352,1.393557,10.988155,3.321686,,,,
1422,11.615843,5.916029,19.258305,3.623416,1.139348,,,,
1423,0.925786,3.672188,0.607834,3.311811,17.905882,,,,
1424,4.520326,5.115804,6.793184,2.348901,13.000738,,,,
1425,5.264797,15.627855,30.629701,5.981916,2.365406,,,,
1426,13.211839,7.751582,0.460102,2.491542,2.752017,,,,
1427,4.387619,2.315543,16.886529,15.131953,7.347123,,,,
1428,0.701207,2.569937,14.048372,3.843873,4.864788,,,,
1429,0.929523,1.419573,4.53495,21.444048,2.766395,,,,
1430,0.978779,6.560909,2.036573,9.349873,1.825041,,,,
1431,6.888037,1.096713,14.187428,7.710546,11.566762,,,,
1432,0.253577,2.721953,10.659985,3.460217,3.30267,,,,
1433,2.237497,8.560374,15.303628,27.16967,6.247074,,,,
1434,5.095881,5.457235,14.009882,0.702984,10.716313,,,,
1435,42.514185,5.464582,15.535867,4.997509,9.735394,,,,
1436,1.3952,3.961339,0.721007,0.41359,7.882001,,,,
1437,6.467344,2.29868,10.636581,4.616219,1.133504,,,,
1438,8.90605,3.930827,1.144044,9.88736,0.416071,,,,
1439,0.915076,3.791966,0.924005,20.029803,0.545419,,,,
1440,1.213647,1.029654,0.366554,4.373832,5.288098,,,,
1441,0.638273,4.791177,5.178153,6.112768,10.024343,,,,
1442,4.032676,0.550481,7.9087,4.648873,0.665006,,,,
1443,9.937856,18.050915,8.686925,16.449149,27.210854,,,,
1444,2.731698,4.009198,5.820792,15.599665,6.945818,,,,
1445,3.744744,4.420613,12.830859,15.118833,11.422066,,,,
1446,0.99567,17.381221,7.270949,0.444695,0.370013,,,,
1447,39.196403,19.735406,22.155438,0.606409,0.937184,,,,
1448,27.498223,12.287725,16.90154,2.002798,6.391692,,,,
1449,13.725203,0.693673,8.647377,3.844455,6.372489,,,,
1450,4.914136,19.361145,5.556683,5.868365,3.934676,,,,
1451,4.219163,0.710365,2.397191,10.246387,24.834187,,,,
1452,68.897618,14.625449,14.546498,3.979478,7.692267,,,,
1453,11.992993,5.054236,13.057929,1.064818,5.862458,,,,
1454,2.343962,1.05365,8.259309,0.525584,1.077906,,,,
1455,0.697726,4.614812,2.080112,2.44502,7.666075,,,,
1456,0.756504,9.675985,15.47907,18.57316,12.383255,,,,
1457,15.748504,14.03439,22.377087,8.142169,5.097556,,,,
1458,0.252734,22.236035,0.6381,2.499168,1.01934,,,,
1459,0.412326,5.887569,6.236905,8.21657,10.699531,,,,
1460,7.345183,13.183416,8.068032,0.218519,2.508284,,,,
1461,31.693364,7.550788,1.678343,1.531741,2.416341,,,,
1462,5.324627,0.696779,11.394101,5.024898,6.499097,,,,
1463,22.141815,3.936306,5.500377,5.607432,2.017154,,,,
1464,0.438549,0.528812,0.358882,6.020243,13.051937,,,,
1465,12.051953,2.742209,1.023948,6.390559,1.055599,,,,
1466,26.888326,0.277972,8.561454,12.031779,3.010779,,,,
1467,1.225451,2.142936,12.860604,17.628038,3.089225,,,,
1468,8.248947,0.19604,10.622599,16.384704,5.989866,,,,
1469,10.467706,7.805665,1.512333,1.443791,16.452407,,,,
1470,1.92267,24.975456,11.000478,3.278251,3.887773,,,,
1471,3.893686,8.210502,7.011779,4.083476,1.00859,,,,
1472,5.215652,9.329199,1.298959,7.958697,1.534542,,,,
1473,1.366541,0.793473,0.534767,13.436817,5.184293,,,,
1474,0.933877,5.685721,20.283388,2.276242,18.788922,,,,
1475,2.690184,14.034858,1.121513,1.316135,4.572517,,,,
1476,6.739794,6.846329,3.783128,17.612551,1.677887,,,,
1477,0.239471,2.935146,8.738817,9.983116,4.181366,,,,
1478,0.638351,8.081466,3.938603,1.974859,7.88675,,,,
1479,19.471706,9.239634,1.156312,0.389771,3.416221,,,,
1480,5.966422,0.754104,5.910563,19.164082,0.34965,,,,
1481,12.123294,4.870601,7.072356,0.481806,23.191488,,,,
1482,0.134433,0.02492,6.833802,0.787178,7.099314,,,,
1483,11.045608,3.592739,22.800308,13.329948,0.700059,,,,
1484,1.577018,1.219627,1.534962,1.966236,2.668177,,,,
1485,21.130399,11.600643,11.03739,13.137151,10.055113,,,,
1486,11.305227,0.856547,0.186083,1.233509,11.217895,,,,
1487,6.656056,5.185584,9.974972,14.805671,1.60143,,,,
1488,4.992702,7.212222,11.695864,10.295063,5.732596,,,,
1489,4.797749,28.302608,4.466989,10.78483,5.324427,,,,
1490,5.647359,8.972534,9.061239,9.015316,9.479013,,,,
1491,1.412782,4.396376,21.918023,21.755084,8.840565,,,,
1492,15.393844,0.455088,22.595441,0.191244,10.296236,,,,
1493,0.081574,4.584647,4.315454,7.932464,1.946374,,,,
1494,4.759832,5.017078,9.50671,1.639408,14.966352,,,,
1495,14.782841,3.193614,3.542775,11.268076,7.325422,,,,
1496,10.891824,30.915983,15.827626,3.377811,5.076236,,,,
1497,8.249442,11.138576,4.594227,18.431877,2.124816,,,,
1498,20.355862,2.396193,1.837092,0.318201,0.694653,,,,
1499,11.043779,4.869957,1.830622,1.910305,7.049346,,,,
1500,1.421609,4.971675,1.273095,2.241934,4.687211,,,,
1501,12.676558,3.052015,6.234888,2.307772,1.13153,,,,
1502,19.687532,2.046947,3.577655,7.183721,14.253503,,,,
1503,1.945394,10.610985,16.442346,1.464347,2.936538,,,,
1504,10.385229,5.920616,3.782505,14.587715,10.587544,,,,
1505,13.71574,7.4917,1.274194,12.681438,14.967384,,,,
1506,8.379231,3.168345,9.073592,6.864196,2.670313,,,,
1507,26.235983,14.963313,2.074333,0.010896,0.429619,,,,
1508,4.982852,6.090831,31.753355,4.286995,11.222833,,,,
1509,6.565293,0.751566,0.202009,1.397322,0.956287,,,,
1510,0.78565,15.580074,8.06604,1.601998,1.753846,,,,
1511,20.708714,0.351905,0.772777,5.61128,3.120042,,,,
1512,7.986831,4.68657,4.055444,6.571672,0.127116,,,,
1513,21.134922,2.416653,4.093745,8.205561,5.218545,,,,
1514,28.112359,10.939241,10.783574,1.698579,4.332155,,,,
1515,1.40149,4.219309,3.152589,1.95961,5.140535,,,,
1516,8.836618,2.904049,3.797338,2.195393,2.944708,,,,
1517,1.995372,2.819155,14.501688,1.392591,6.604271,,,,
1518,7.497305,3.548461,3.125571,2.425375,2.149928,,,,
1519,1.97834,13.144016,11.466042,6.227444,2.926429,,,,
1520,9.875772,11.57704,11.857523,4.140061,27.061628,,,,
1521,2.456097,0.701906,0.070248,7.398277,2.648584,,,,
1522,17.317722,8.06493,5.297934,3.18996,14.051639,,,,
1523,0.089234,3.920099,23.892112,12.488847,4.07236,,,,
1524,15.224662,8.548492,15.439964,7.267706,2.489632,,,,
1525,9.452137,10.115319,5.133871,0.610665,6.687033,,,,
1526,26.630231,5.845621,0.587027,1.400024,3.516401,,,,
1527,18.646397,12.151657,16.105583,2.882074,0.019401,,,,
1528,8.407607,6.962912,1.604764,30.986852,22.049066,,,,
1529,6.754783,21.813567,6.332991,3.965242,0.401106,,,,
1530,8.020846,2.830693,1.055215,0.746492,8.381385,,,,
1531,2.616203,5.293265,5.596616,2.066202,4.841717,,,,
1532,10.48344,8.322408,19.746202,3.225462,5.489114,,,,
1533,41.814901,9.794065,9.560956,0.595192,1.308852,,,,
1534,0.049016,18.305187,7.444978,14.50868,0.816182,,,,
1535,3.690005,0.512663,3.404168,3.02378,4.525446,,,,
1536,4.633777,1.216024,1.096366,1.394052,2.96571,,,,
1537,2.372463,5.011957,7.918161,3.135036,8.35401,,,,
1538,4.640454,7.282275,6.163627,4.838852,8.050989,,,,
1539,41.436577,3.793146,3.561483,2.61172,0.094196,,,,
1540,17.02399,0.444376,13.964282,0.011191,7.414093,,,,
1541,1.869845,4.270677,13.378698,1.90125,6.800574,,,,
1542,18.888315,4.584566,1.871168,8.971146,6.703485,,,,
1543,20.98189,9.475445,5.024049,0.293507,11.454544,,,,
1544,0.879392,35.794849,3.523362,2.074192,9.066218,,,,
1545,2.529557,15.184412,3.956473,5.277729,2.318252,,,,
1546,4.531368,1.943387,5.015021,1.508896,7.037018,,,,
1547,4.507402,4.06267,3.785122,0.537761,7.11433,,,,
1548,5.548556,9.780178,14.87988,10.885396,10.932561,,,,
1549,6.687008,3.737806,24.291223,12.893522,3.306691,,,,
1550,2.551477,8.581434,0.628593,4.277796,3.313853,,,,
1551,1.494529,15.01346,1.632524,0.578497,13.893051,,,,
1552,32.97659,3.011697,1.911047,4.686077,7.675681,,,,
1553,1.902501,4.958007,14.047214,19.172267,3.600061,,,,
1554,5.401377,14.938055,3.135797,7.098278,0.943546,,,,
1555,4.930134,37.340274,4.921959,21.402538,5.289264,,,,
1556,21.385366,3.674433,3.113322,19.114765,1.590776,,,,
1557,3.814582,11.579781,1.439497,14.862934,2.847431,,,,
1558,19.433265,4.938263,9.890365,18.005931,23.828236,,,,
1559,13.877139,0.933071,8.247412,11.285791,1.16204,,,,
1560,5.946229,0.116202,10.442168,6.53689,32.179999,,,,
1561,8.028401,11.125373,14.74168,1.525874,2.550684,,,,
1562,20.950923,1.624522,2.525344,8.473975,11.365564,,,,
1563,3.09668,2.392033,18.0013,4.203749,11.980503,,,,
1564,3.300024,19.320519,3.02844,9.181111,0.952506,,,,
1565,0.452437,2.615087,23.958962,3.47027,16.944018,,,,
1566,8.176524,7.236731,3.417236,3.978356,4.527641,,,,
1567,0.544949,9.738883,25.757118,4.758581,16.190123,,,,
1568,0.042376,5.482426,11.61371,7.30351,10.011266,,,,
1569,9.28663,7.119449,4.060421,7.023412,9.424911,,,,
1570,2.993631,5.039,1.591954,1.000326,9.424279,,,,
1571,4.041298,2.034124,3.01453,8.869292,7.652803,,,,
1572,7.021,4.418858,9.186348,4.561308,2.784328,,,,
1573,0.161655,0.482763,5.974637,3.233186,6.211962,,,,
1574,11.107775,3.774362,6.363826,3.406527,2.580657,,,,
1575,36.978773,5.876611,5.695377,13.903211,23.310918,,,,
1576,1.199612,9.88755,6.370091,4.644606,4.830232,,,,
1577,2.445049,0.832167,3.859985,0.279331,11.749199,,,,
1578,22.246101,2.261782,0.381073,6.409319,0.044839,,,,
1579,1.298605,7.788701,4.685981,3.746677,5.371123,,,,
1580,0.511858,1.488204,3.036357,3.135822,26.039555,,,,
1581,0.122576,1.943005,5.361407,10.172037,1.925277,,,,
1582,5.512249,3.780142,21.732575,6.048233,7.412889,,,,
1583,9.681076,2.770271,16.771353,0.428391,4.230888,,,,
1584,13.325266,0.830812,9.383647,4.223702,3.658962,,,,
1585,0.936824,6.813607,2.397252,2.133111,10.751685,,,,
1586,8.242935,1.119883,13.101241,11.148737,0.870035,,,,
1587,7.338542,7.292897,10.12424,5.12586,2.612274,,,,
1588,8.474544,7.426074,4.520468,0.463472,0.157937,,,,
1589,2.717482,0.420918,14.766449,2.00776,13.32187,,,,
1590,1.297759,12.921306,1.671453,3.397321,3.201196,,,,
1591,8.890414,3.622314,4.867346,1.853347,11.623233,,,,
1592,4.027027,4.861844,10.15233,1.378687,4.58447,,,,
1593,4.867976,13.370727,11.314555,8.785746,38.328208,,,,
1594,8.259568,22.25536,7.770793,2.842335,8.693688,,,,
1595,3.591812,5.02724,4.847789,2.813644,5.419387,,,,
1596,0.576986,15.942741,5.905848,24.60631,0.451737,,,,
1597,30.382778,8.530357,2.964047,2.861223,14.987168,,,,
1598,11.229809,8.914371,8.596577,4.900629,10.938894,,,,
1599,42.24928,4.239078,1.370405,7.090363,10.219919,,,,
1600,2.513779,1.325705,20.112216,19.041344,6.881874,,,,
1601,2.838638,11.15982,4.522451,4.498129,4.451783,,,,
1602,5.566921,27.839863,3.603675,9.388932,4.488901,,,,
1603,20.756686,23.006455,2.286557,13.297539,3.700233,,,,
1604,16.740668,2.52859,5.265991,0.710395,5.897954,,,,
1605,1.917967,12.154044,0.920796,5.013054,4.374983,,,,
1606,14.371123,0.135169,8.063085,7.457889,6.911028,,,,
1607,43.128191,13.227342,0.900346,7.221623,19.134534,,,,
1608,1.28931,6.423418,1.188521,9.614035,0.986222,,,,
1609,4.278393,1.805843,3.400485,1.304454,0.431013,,,,
1610,11.12336,1.851166,6.01323,2.555577,0.495819,,,,
1611,1.25273,5.238143,3.876454,10.505367,0.852765,,,,
1612,1.989161,8.405174,10.462974,7.060083,20.554195,,,,
1613,0.860273,10.100932,1.646033,14.881048,3.145032,,,,
1614,9.390396,7.512597,3.25914,13.076194,1.475228,,,,
1615,5.436286,3.315087,16.888945,10.262204,14.024433,,,,
1616,2.327314,4.788165,1.916097,1.543389,5.883982,,,,
1617,14.043298,3.328137,6.397128,3.097733,15.683855,,,,
1618,26.788273,4.502645,5.358553,10.455696,0.304003,,,,
1619,3.186776,3.551128,5.449955,17.787853,1.037247,,,,
1620,12.250398,1.636028,13.25089,1.554215,5.992218,,,,
1621,1.992341,0.229569,8.947505,1.042497,8.284913,,,,
1622,0.87965,3.885513,2.030768,11.323561,11.813667,,,,
1623,25.331317,0.675705,4.779895,30.437881,13.337967,,,,
1624,2.047625,10.144406,15.066346,1.459245,9.365257,,,,
1625,11.649994,9.986244,7.088617,9.605304,1.761782,,,,
1626,5.598219,2.869688,6.720364,2.036819,10.428889,,,,
1627,13.053225,6.647515,4.025513,12.933457,14.965306,,,,
1628,7.105722,16.784966,0.348821,0.949528,2.239491,,,,
1629,8.881686,2.867339,8.743585,7.316976,9.123097,,,,
1630,2.584549,8.877006,2.195103,11.404201,0.516482,,,,
1631,2.019202,4.411862,2.154178,4.0467,15.835426,,,,
1632,3.398675,36.89059,34.926992,1.131446,0.716558,,,,
1633,2.22946,3.477329,0.050243,1.363001,9.800602,,,,
1634,29.907522,8.357094,6.015417,14.923673,9.213019,,,,
1635,0.169529,1.323079,4.354982,0.087024,2.846985,,,,
1636,2.443183,10.490633,2.066957,11.100097,2.741696,,,,
1637,34.210611,23.075204,7.9786,3.134464,3.453023,,,,
1638,5.381098,4.614121,2.254263,6.132889,3.179162,,,,
1639,5.396894,1.54225,7.016412,2.96802,4.74982,,,,
1640,16.910552,13.245737,8.691341,0.106359,6.378262,,,,
1641,3.842282,0.741158,2.385457,5.832254,0.892151,,,,
1642,2.826328,5.923104,11.523786,1.350533,11.239873,,,,
1643,0.234722,3.597177,0.8183,0.91333,5.953226,,,,
1644,3.341745,21.856969,10.130745,21.412152,2.235051,,,,
1645,9.535376,33.854465,10.530441,9.18951,0.590461,,,,
1646,3.756475,7.110113,4.780708,9.961286,2.493109,,,,
1647,19.134895,0.894078,2.591279,0.473182,1.573179,,,,
1648,6.854887,1.175797,1.172833,0.697367,2.827488,,,,
1649,2.299074,0.714979,0.796123,1.043127,1.106625,,,,
1650,2.064286,0.66551,7.616682,0.934789,1.402332,,,,
1651,18.323384,2.124111,3.820029,2.927766,0.047382,,,,
1652,20.585261,3.36434,1.870903,13.054041,9.131415,,,,
1653,2.292446,6.51944,6.371504,6.678824,17.09925,,,,
1654,5.357026,5.543869,14.997658,6.544152,5.490608,,,,
1655,7.059816,1.305619,4.976563,9.401759,7.835962,,,,
1656,16.156633,4.356435,4.636112,13.145033,4.965477,,,,
1657,2.426943,5.132216,5.314904,4.289548,0.868687,,,,
1658,8.633099,3.734519,11.696329,10.688724,0.709769,,,,
1659,13.106883,4.305007,1.065625,3.351538,6.773924,,,,
1660,12.645933,3.926286,3.321876,15.213163,4.961393,,,,
1661,2.200792,47.631312,3.9193,0.38113,0.395348,,,,
1662,6.275112,12.850603,1.463719,20.77918,0.414989,,,,
1663,5.507415,5.631285,8.983478,1.75234,4.867817,,,,
1664,17.795299,13.555745,6.243967,4.213355,0.327964,,,,
1665,5.171845,0.557669,4.488473,6.736473,4.468391,,,,
1666,3.525888,2.63239,11.100457,10.825073,0.45967,,,,
1667,1.49832,1.532061,0.706475,4.847807,2.931395,,,,
1668,18.621438,0.945121,21.303008,1.700216,2.558649,,,,
1669,4.512893,8.670673,27.865919,6.270195,7.913368,,,,
1670,1.097298,9.178092,23.031492,8.245745,2.28191,,,,
1671,19.143009,0.796023,5.518866,16.898379,3.14745,,,,
1672,29.365753,4.924692,7.478309,10.475093,2.131283,,,,
1673,4.971427,2.238301,14.696609,5.080584,2.201723,,,,
1674,7.042786,4.743824,22.834788,7.588045,6.950181,,,,
1675,0.354709,2.771018,0.235517,4.769325,1.070647,,,,
1676,17.179426,3.950912,9.617536,3.444919,6.579701,,,,
1677,12.123634,7.124226,11.164208,1.845395,0.645496,,,,
1678,37.82938,6.6827,0.375727,6.973173,8.070156,,,,
1679,4.651034,18.553098,9.521734,3.013135,5.470811,,,,
1680,5.802152,7.525014,6.358949,2.573947,4.538433,,,,
1681,9.53843,24.045203,1.917397,0.061462,6.202491,,,,
1682,4.736782,0.233568,21.020145,4.105088,5.732845,,,,
1683,1.797392,0.593135,1.753406,8.992869,4.426893,,,,
1684,1.162034,12.151978,11.885613,1.09405,1.903842,,,,
1685,2.947895,6.301386,1.227893,9.322863,5.657168,,,,
1686,5.978952,0.177935,4.247778,3.323489,0.4544,,,,
1687,10.125124,14.174115,8.832848,8.86234,2.325417,,,,
1688,8.91127,0.681201,1.332688,4.094555,1.693956,,,,
1689,8.589976,2.945433,1.050681,2.909898,17.991154,,,,
1690,5.592435,3.326155,1.949529,2.965805,17.152222,,,,
1691,26.37479,23.531784,2.430265,13.813782,20.437754,,,,
1692,4.681477,0.189021,6.741379,0.858228,8.566788,,,,
1693,3.672059,3.871008,6.541847,14.235384,4.565062,,,,
1694,5.972756,9.405538,12.391877,3.017229,0.995723,,,,
1695,12.997739,4.507887,9.961838,5.993995,2.444806,,,,
1696,12.084129,12.199379,9.214045,2.229934,8.814157,,,,
1697,12.493185,1.728579,6.445848,5.655457,0.913285,,,,
1698,4.422112,1.901938,15.242473,0.525863,1.077093,,,,
1699,5.142969,15.07421,9.495499,19.43639,3.13379,,,,
1700,0.202425,0.853979,0.711479,19.924971,5.149851,,,,
1701,8.456247,11.801825,13.421557,4.371259,8.362623,,,,
1702,15.369233,3.241929,24.399208,20.954132,16.274792,,,,
1703,0.559094,26.19626,8.48334,0.08668,3.149635,,,,
1704,6.087245,12.921778,0.626773,16.847785,3.268952,,,,
1705,3.238484,6.965655,6.690604,5.659469,5.634565,,,,
1706,28.766154,12.896479,8.480212,3.29567,14.392082,,,,
1707,15.430357,10.697327,6.135296,6.730109,0.148015,,,,
1708,9.290667,21.836336,4.495341,3.806142,3.583697,,,,
1709,0.498684,4.662464,1.690277,7.21771,1.432782,,,,
1710,2.233482,9.06291,1.847448,0.510662,2.567222,,,,
1711,3.541273,7.83624,0.676574,3.888714,1.024519,,,,
