,ASB1n1v2,ASB1n2v2,ASB1n3v2,ASB1n4v2,ASB1n5v2,,,,
4988,0.075357,20.105661,0.362418,11.287797,15.022091,,,,
4989,15.581018,14.182501,26.20894,1.849049,4.190857,,,,
4990,3.358841,2.828593,3.098873,5.795853,16.71291,,,,
4991,2.823667,3.125559,3.902909,11.11715,4.028277,,,,
4992,14.223157,1.755386,0.306895,19.084103,1.746725,,,,
4993,34.989863,6.566283,1.509461,2.706843,3.023033,,,,
4994,18.993991,22.108577,4.060691,5.230318,1.740889,,,,
4995,2.231481,6.439028,2.456211,3.281517,12.336474,,,,
4996,16.239505,5.116773,0.351192,10.867344,5.274282,,,,
4997,8.674166,18.571906,4.809904,3.069146,1.98993,,,,
4998,1.237971,25.708044,8.697988,20.291414,1.823926,,,,
4999,6.683496,1.264099,3.04371,3.093941,6.737852,,,,
5000,11.793146,28.984868,1.70901,0.652308,1.296911,,,,
5001,4.408383,16.534385,34.675406,2.401364,1.276668,,,,
5002,5.534895,8.23307,1.307164,13.916833,2.173021,,,,
5003,3.068859,11.774767,2.054786,5.037532,3.205529,,,,
5004,0.273731,26.043486,17.582386,2.095001,2.346266,,,,
5005,2.749719,2.654138,1.033557,16.479247,2.58847,,,,
5006,11.427127,6.780083,1.337279,9.64379,2.680991,,,,
5007,1.25321,3.528272,2.010917,5.420145,1.420857,,,,
5008,1.363662,0.835084,10.407214,6.474113,0.095872,,,,
5009,9.178615,5.002063,8.119331,19.771703,5.425791,,,,
5010,16.568356,10.587725,26.002947,0.111542,1.957418,,,,
5011,2.162164,1.662501,24.966173,6.100592,11.388002,,,,
5012,12.850455,5.721516,5.385532,1.923734,2.020246,,,,
5013,3.007535,4.013522,26.104854,8.796961,2.072036,,,,
5014,17.485903,5.826823,9.609416,4.229921,0.46147,,,,
5015,8.170857,0.799607,0.453766,5.448229,3.63077,,,,
5016,5.992077,5.835493,2.761593,2.377659,3.527437,,,,
5017,0.36647,14.90311,23.17493,2.000259,0.64896,,,,
5018,5.342563,6.864493,0.851929,2.539377,9.363054,,,,
5019,21.421876,0.327163,21.530603,3.731929,24.815484,,,,
5020,4.554358,6.023434,3.102844,14.168149,12.759649,,,,
5021,4.428575,6.369009,0.377848,0.043532,0.031381,,,,
5022,1.707681,0.944234,6.872203,6.851351,0.236197,,,,
5023,1.405058,5.272016,7.183416,0.681165,5.719115,,,,
5024,2.439618,3.998621,12.998205,4.134803,0.500139,,,,
5025,46.773473,28.805605,12.510657,12.24114,1.089299,,,,
5026,5.385599,1.275086,27.911069,1.225037,5.63974,,,,
5027,14.822081,0.43653,1.564624,3.155847,10.340324,,,,
5028,2.099606,2.182999,6.571783,15.168257,0.914675,,,,
5029,2.221787,0.233703,1.968376,4.245819,6.461849,,,,
5030,4.147113,4.06683,10.488283,3.826612,9.855117,,,,
5031,1.271468,9.360401,3.429234,1.274514,1.116123,,,,
5032,0.719744,7.048617,0.366597,1.810101,1.459578,,,,
5033,2.791124,7.046806,0.740063,2.687456,3.87618,,,,
5034,0.026339,1.653592,22.196522,1.628743,7.558904,,,,
5035,1.944417,2.139038,1.181832,1.041524,0.795524,,,,
5036,17.983055,14.415156,0.168965,6.958357,0.164164,,,,
5037,45.544607,3.954356,1.751543,0.44192,0.859618,,,,
5038,14.528945,0.907222,18.920918,4.22062,17.572973,,,,
5039,40.155483,26.1185,2.215429,12.830407,4.000222,,,,
5040,0.306262,6.481817,1.777415,1.285675,48.563411,,,,
5041,5.679947,1.847954,9.714953,9.565756,6.254791,,,,
5042,2.113632,0.863158,2.927722,1.324969,6.566466,,,,
5043,18.906155,5.760055,0.790398,1.095084,6.353994,,,,
5044,0.463944,0.157262,7.095555,7.60217,1.424108,,,,
5045,14.680296,4.148571,8.922664,19.633761,1.00353,,,,
5046,13.344056,8.257982,29.356215,3.61376,3.721042,,,,
5047,0.793751,0.037876,2.694739,6.289217,10.031257,,,,
5048,22.137342,4.157661,1.648011,1.495495,1.307399,,,,
5049,1.058682,9.881527,0.650953,1.565375,6.6324,,,,
5050,11.617005,0.167751,0.471381,3.332028,8.27182,,,,
5051,17.518957,20.941763,0.991234,22.540544,1.184669,,,,
5052,18.239063,10.199862,5.201381,0.039609,4.761815,,,,
5053,8.178662,1.668691,1.012887,10.230702,2.679286,,,,
5054,2.991055,3.626088,6.140261,2.271442,0.43762,,,,
5055,2.348366,0.518212,9.396172,3.637002,52.908357,,,,
5056,0.758764,2.046086,9.860146,11.663453,12.171535,,,,
5057,24.095737,2.965589,11.223647,2.472413,6.875186,,,,
5058,34.755686,8.611576,15.4737,11.505738,0.319094,,,,
5059,3.294351,5.290639,9.155931,7.217586,22.003631,,,,
5060,5.174378,11.578452,4.689089,0.504924,0.203471,,,,
5061,15.621962,3.700656,7.098331,6.082147,5.640787,,,,
5062,14.235251,1.793488,2.739704,4.346544,0.548983,,,,
5063,7.536279,8.747466,3.775316,0.128353,26.809768,,,,
5064,0.452475,1.368518,22.953877,6.199998,0.85935,,,,
5065,20.493669,0.956679,16.257661,0.151224,3.805873,,,,
5066,2.354659,0.659629,4.419062,8.592907,2.217698,,,,
5067,34.014684,8.430393,1.076409,0.860375,5.855887,,,,
5068,4.731452,16.111527,1.134515,8.40177,0.014662,,,,
5069,3.447065,0.146619,3.846064,2.697055,5.175521,,,,
5070,10.901882,3.634506,2.520623,7.474418,4.790581,,,,
5071,12.701934,19.326644,1.616063,31.729066,1.279263,,,,
5072,4.515521,2.526156,1.804965,4.17632,1.706156,,,,
5073,4.091758,2.344976,8.372521,2.368378,3.855377,,,,
5074,25.391958,3.923113,2.370885,38.735652,16.558545,,,,
5075,17.378478,5.417887,2.501789,10.116884,7.794001,,,,
5076,2.779145,0.126045,0.651127,6.035734,10.331462,,,,
5077,3.942534,2.361565,0.014597,3.490892,16.460735,,,,
5078,3.556956,9.596499,0.571179,4.234573,3.131992,,,,
5079,2.389163,17.8799,2.008129,5.741798,2.637296,,,,
5080,7.974896,14.434258,1.597166,1.057616,4.652846,,,,
5081,15.858877,5.798964,13.290126,6.732579,13.309666,,,,
5082,2.140368,0.308377,5.057837,1.96155,9.6534,,,,
5083,28.178637,1.252384,15.862545,26.186448,5.002215,,,,
5084,1.646472,5.563083,3.55435,17.521697,23.668529,,,,
5085,8.544519,1.050043,6.956151,4.454985,11.488238,,,,
5086,4.072134,21.749516,2.094514,10.609623,10.267781,,,,
5087,7.759091,0.475913,27.621341,24.78894,0.384931,,,,
5088,2.460913,12.395125,4.747531,4.769288,5.64947,,,,
5089,0.517915,2.637753,3.094452,3.673367,5.188222,,,,
5090,5.388713,14.137967,22.844,2.639862,15.67142,,,,
5091,1.833045,1.703225,0.342882,4.716104,0.37405,,,,
5092,13.681393,27.243245,41.901632,16.389072,10.768517,,,,
5093,4.046854,0.631206,24.538871,1.146905,19.926679,,,,
5094,11.658386,2.825093,4.091693,2.878654,9.454415,,,,
5095,1.43409,8.126454,5.421266,1.721006,6.310364,,,,
5096,11.064539,3.606674,4.501183,4.469272,9.011345,,,,
5097,25.282628,9.675471,11.285916,5.564289,15.018072,,,,
5098,25.375289,13.19414,3.914341,18.765822,5.325456,,,,
5099,7.453349,0.732946,1.330341,4.957824,1.315951,,,,
5100,0.543744,3.45479,1.385003,2.49794,17.906459,,,,
5101,0.69491,15.625375,15.976843,2.039265,2.984521,,,,
5102,2.992686,16.575054,1.872852,2.227842,8.53853,,,,
5103,42.460511,5.183261,2.992993,1.727028,6.356056,,,,
5104,13.913216,6.75341,23.81366,4.086432,10.890441,,,,
5105,9.22756,3.4345,5.057596,9.611609,6.163047,,,,
5106,2.447874,7.286831,1.450289,7.056026,4.450181,,,,
5107,4.600326,3.691221,13.208124,15.000107,2.46847,,,,
5108,0.109007,1.013039,4.142263,18.511548,7.151684,,,,
5109,28.757402,11.869862,5.247754,8.315942,9.439608,,,,
5110,3.015363,1.28576,34.914556,8.766923,3.707141,,,,
5111,12.085743,4.871381,1.848215,6.849299,15.734528,,,,
5112,10.391816,7.410057,5.935232,5.085543,22.731949,,,,
5113,0.181526,10.371389,4.675389,1.433069,1.116394,,,,
5114,3.131559,8.815768,9.45354,1.408537,5.707342,,,,
5115,5.188149,5.413905,3.230982,3.810538,8.954544,,,,
5116,0.252977,0.699627,8.450929,1.004012,1.912419,,,,
5117,17.618253,1.640166,9.637816,1.770351,1.919733,,,,
5118,3.906187,1.806483,10.973722,4.029268,0.861632,,,,
5119,0.555188,2.046888,1.400539,6.818869,1.132034,,,,
5120,11.23909,6.140765,5.402546,22.024113,1.570736,,,,
5121,10.726602,5.047815,5.64258,10.883337,0.457736,,,,
5122,14.024551,31.279509,0.254982,26.454232,0.185195,,,,
5123,15.424618,8.755606,19.053794,5.957196,14.44669,,,,
5124,8.112935,1.249589,0.207812,1.690606,11.088036,,,,
5125,7.856006,5.910439,4.171179,3.406379,0.580215,,,,
5126,15.626818,0.152787,2.360398,11.012368,5.419994,,,,
5127,10.055999,7.068851,4.712845,27.078135,3.624574,,,,
5128,0.497378,5.770955,3.579429,3.101933,2.266031,,,,
5129,9.632531,35.178515,8.692186,15.27316,13.221676,,,,
5130,6.804684,2.588907,7.171831,0.42431,4.70251,,,,
5131,13.869012,3.651252,2.187761,3.053689,2.767349,,,,
5132,0.01217,19.60168,4.415052,3.976451,42.307525,,,,
5133,9.183325,1.211069,11.100355,1.090357,2.861687,,,,
5134,26.979715,8.579581,0.834772,5.212213,8.17763,,,,
5135,10.049594,6.76955,9.265721,1.074412,4.515032,,,,
5136,6.979761,7.753821,2.762688,4.687704,1.458149,,,,
5137,4.654933,6.47857,0.239083,7.882008,1.421629,,,,
5138,5.57801,3.645878,3.708865,15.500849,0.464815,,,,
5139,11.583272,14.961334,4.221046,11.244861,8.776211,,,,
5140,2.135676,1.574155,4.040853,22.377671,1.205801,,,,
5141,3.801942,11.24808,14.53786,9.865643,3.321545,,,,
5142,16.366255,9.643919,11.767048,6.595493,6.578236,,,,
5143,13.049871,2.147913,8.10273,0.932092,6.377322,,,,
5144,5.960041,21.745457,4.352184,10.629878,8.470151,,,,
5145,14.284639,11.65425,5.861713,4.761198,0.893392,,,,
5146,15.312931,7.969055,5.000752,2.721862,4.627103,,,,
5147,2.418957,44.669032,20.469489,2.120506,0.356969,,,,
5148,6.047543,12.897197,6.862233,10.022101,3.588318,,,,
5149,12.279422,10.783952,7.979144,5.098034,2.495268,,,,
5150,13.892718,3.254376,2.967768,2.678199,1.424766,,,,
5151,19.376527,13.29926,3.021511,3.376938,1.264696,,,,
5152,20.555133,4.727593,21.772055,10.843923,3.664222,,,,
5153,16.887427,7.01988,7.869504,0.035246,3.479017,,,,
5154,2.620762,2.833339,12.185456,4.476952,8.464142,,,,
5155,2.032002,11.477643,6.489743,11.543718,14.136652,,,,
5156,12.958761,5.32492,44.958533,11.744576,3.665531,,,,
5157,13.027936,1.942106,16.82145,5.535953,6.092134,,,,
5158,3.969434,3.150216,5.215217,7.890148,1.524636,,,,
5159,9.889979,17.152619,19.751905,0.80291,1.586627,,,,
5160,0.085637,11.505422,15.901969,18.602073,18.649647,,,,
5161,10.207856,0.68014,2.892619,6.931039,0.017793,,,,
5162,0.558482,7.624421,13.206289,11.56727,0.846982,,,,
5163,1.342623,1.996769,16.058775,4.793719,8.843032,,,,
5164,0.161085,1.53449,5.202375,0.31167,13.885429,,,,
5165,1.121699,7.464579,5.646628,7.827841,8.998352,,,,
5166,2.124165,1.917836,6.046289,25.511366,2.975834,,,,
5167,0.291163,1.698126,0.179667,5.03892,4.974193,,,,
5168,3.539949,9.186222,2.549119,0.481427,0.546052,,,,
5169,6.015314,9.528868,1.064124,2.372981,6.953601,,,,
5170,0.130161,4.105679,2.620448,6.229293,2.609407,,,,
5171,2.422224,9.195447,1.210295,0.760726,6.694479,,,,
5172,3.168373,16.078156,0.22823,6.937114,29.023724,,,,
5173,0.87211,6.947635,7.410529,10.625552,5.594092,,,,
5174,6.797463,7.552491,2.880875,0.788205,23.365404,,,,
5175,17.709941,8.853915,8.87218,14.408224,1.118867,,,,
5176,11.465142,4.177357,19.73083,6.869524,7.362635,,,,
5177,8.564802,7.620983,9.793375,11.223917,4.480881,,,,
5178,20.544357,14.296602,4.358677,2.41539,6.388586,,,,
5179,2.952655,1.666732,15.969248,0.743834,3.862875,,,,
5180,11.710555,1.389654,1.635478,6.894527,2.435784,,,,
5181,4.581541,9.576319,10.354637,4.963774,19.33318,,,,
5182,1.179028,19.445359,2.341023,4.443958,12.504653,,,,
5183,13.887849,0.383942,3.921193,10.577717,2.388614,,,,
5184,18.753481,1.22957,8.283244,3.571012,11.62143,,,,
5185,4.109408,3.14202,2.008844,0.846748,17.346474,,,,
5186,2.141745,8.535383,2.749227,2.796661,3.870836,,,,
5187,7.919096,23.65307,8.772478,10.131233,5.917119,,,,
5188,44.54529,7.293212,10.015727,23.827436,4.917508,,,,
5189,8.83222,0.251826,3.783727,3.972633,5.243334,,,,
5190,9.929605,24.366426,3.110502,4.597856,0.641032,,,,
5191,1.1421,4.223201,19.722909,10.319766,4.499399,,,,
5192,1.538265,2.925899,6.105963,2.337238,5.108392,,,,
5193,3.992146,20.32121,1.463482,5.292968,3.335781,,,,
5194,17.019756,7.376113,13.277094,2.007843,13.3234,,,,
5195,4.712191,7.725222,22.977443,0.971081,4.048925,,,,
5196,4.043394,2.04326,14.443831,11.851438,13.465397,,,,
5197,4.506258,23.551384,9.475115,4.169986,17.754224,,,,
5198,16.625246,13.605093,0.007049,8.852715,1.843396,,,,
5199,4.359707,14.131339,3.358292,1.593762,8.506117,,,,
5200,11.809371,2.734486,5.483827,12.537509,2.418131,,,,
5201,9.624639,16.09355,9.241242,1.121248,18.588257,,,,
5202,2.31385,8.176782,0.576964,2.757828,6.800953,,,,
5203,2.029618,8.052725,8.523081,15.107165,14.977369,,,,
5204,19.17607,0.472775,5.461461,5.106482,1.481016,,,,
5205,2.898793,6.005303,1.485853,2.604027,1.991481,,,,
5206,2.181967,4.824723,0.032398,0.175397,1.02389,,,,
5207,1.41496,2.58414,14.788183,2.975938,2.074164,,,,
5208,0.642743,5.300715,7.917452,0.748806,3.874541,,,,
5209,2.415793,14.054055,2.663031,1.282966,12.417526,,,,
5210,9.487794,2.251362,9.285339,2.896604,3.373136,,,,
5211,0.820111,5.39607,3.217512,0.309015,22.586187,,,,
5212,6.225035,7.84143,3.2261,7.698353,5.638115,,,,
5213,24.59577,3.547298,2.296473,0.50742,1.784618,,,,
5214,4.380947,36.43517,4.121209,10.936631,5.112806,,,,
5215,7.919687,2.659463,0.487464,2.735927,10.035045,,,,
5216,2.322027,1.877184,3.302033,4.523487,0.994906,,,,
5217,18.22044,1.838476,1.090592,7.713385,8.042654,,,,
5218,2.037929,10.931749,5.208065,3.59805,2.583124,,,,
5219,2.961826,0.729063,15.912775,1.232697,14.348402,,,,
5220,12.736851,4.940292,2.831214,12.265141,9.673949,,,,
5221,0.70958,24.92727,4.331463,1.901519,4.648107,,,,
5222,1.474895,25.168344,2.561252,13.306396,0.839485,,,,
5223,5.154189,6.002297,10.293677,7.885272,5.236665,,,,
5224,3.846971,5.176685,3.904334,1.758017,2.657355,,,,
5225,11.949417,6.888031,6.925657,0.575147,4.41825,,,,
5226,1.549537,10.092643,12.298918,5.873998,2.487152,,,,
5227,1.447665,3.843648,9.65822,4.580408,2.33194,,,,
5228,6.79025,13.306827,1.607684,1.382274,6.943568,,,,
5229,34.959775,8.179016,6.81589,2.030777,1.466504,,,,
5230,0.136041,25.355766,4.366429,4.92724,1.280347,,,,
5231,8.313214,3.069576,5.122442,4.817986,6.200199,,,,
5232,2.883888,3.975948,4.514509,3.083378,5.121905,,,,
5233,2.527741,11.666924,23.017887,0.675328,8.406144,,,,
5234,8.674464,15.54024,9.230106,1.830506,4.225434,,,,
5235,9.748621,5.829723,33.91427,1.897532,1.777525,,,,
5236,10.999773,1.541227,5.034071,5.141443,0.377387,,,,
5237,4.433269,4.434106,0.793182,1.396738,0.673252,,,,
5238,5.261999,3.231603,11.406698,7.316381,10.506759,,,,
5239,1.496661,5.172089,2.182151,0.557179,9.141644,,,,
5240,27.646528,23.081577,1.009085,5.571005,0.060886,,,,
5241,9.852832,3.426446,4.771937,4.146509,2.095259,,,,
5242,11.238125,9.672177,6.791203,0.278631,2.027876,,,,
5243,0.256149,42.192068,0.740404,10.603961,0.990225,,,,
5244,3.672099,1.39827,6.803255,4.6694,4.211024,,,,
5245,12.546166,16.600614,7.606204,9.546802,14.86931,,,,
5246,4.762462,2.849006,0.58171,4.101572,1.367709,,,,
5247,2.057885,2.676504,4.342786,6.944484,9.576484,,,,
5248,6.96957,1.809331,33.095309,2.986758,2.951012,,,,
5249,9.869585,12.092599,10.593607,12.579735,44.405265,,,,
5250,15.044517,0.589051,18.91576,9.743957,1.628831,,,,
5251,7.416924,8.390726,0.828914,4.110198,9.66158,,,,
5252,4.997492,12.229919,3.015085,9.202755,8.479248,,,,
5253,0.927542,2.381679,16.755532,0.582096,7.583698,,,,
5254,7.201873,1.94075,0.017904,7.714405,10.467831,,,,
5255,4.740802,11.78517,2.542155,2.328801,10.933229,,,,
5256,2.608685,22.584483,11.295667,7.541436,10.005271,,,,
5257,0.848542,12.448295,21.548019,23.21224,0.134196,,,,
5258,2.092724,5.908738,18.198321,3.473451,3.387854,,,,
5259,31.101052,1.375752,2.723305,5.264087,2.088423,,,,
5260,4.048308,6.911492,1.980522,2.26363,7.924943,,,,
5261,43.1565,16.85703,9.477592,3.043149,11.865471,,,,
5262,33.865857,4.627484,1.85517,0.553527,2.512803,,,,
5263,0.550225,1.882595,30.075689,1.611988,0.451864,,,,
5264,17.043122,5.986106,3.910514,10.791679,6.91267,,,,
5265,3.701185,0.446361,2.399478,3.047375,2.767321,,,,
5266,5.859048,12.917215,8.533036,3.635903,0.435222,,,,
5267,0.413718,1.532073,3.075722,12.122593,19.505368,,,,
5268,5.953684,14.590632,9.691735,6.129164,2.797182,,,,
5269,24.173082,2.763239,15.521223,9.891393,6.207558,,,,
5270,2.727828,3.4031,5.109125,3.640045,1.880391,,,,
5271,2.7999,0.325777,0.153318,11.653759,3.111676,,,,
5272,5.264687,0.894399,2.249751,23.11175,12.005538,,,,
5273,15.482583,6.195546,0.747124,9.414127,0.301498,,,,
5274,7.927656,3.590369,2.997057,0.401275,6.373546,,,,
5275,3.41403,2.018227,2.045795,6.042379,1.037711,,,,
5276,6.855276,6.901371,4.081457,5.269919,28.702281,,,,
5277,10.372487,4.049968,4.330286,4.667994,10.000576,,,,
5278,17.411611,14.763408,2.04016,4.597989,6.402937,,,,
5279,7.206567,11.32716,0.488881,1.601055,14.088644,,,,
5280,3.695416,6.43949,6.887735,2.409654,9.478956,,,,
5281,8.608564,5.348126,12.169464,4.364329,1.588461,,,,
5282,16.427609,1.846216,3.457944,1.208194,0.1784,,,,
5283,4.591537,1.717859,0.886545,9.411021,1.20193,,,,
5284,27.605526,5.644001,1.252407,0.87006,14.620608,,,,
5285,3.59212,20.007578,17.91832,2.566479,0.007001,,,,
5286,5.850036,1.509761,7.62928,0.718913,3.93132,,,,
5287,1.402124,9.009808,6.523034,8.584351,3.27333,,,,
5288,4.031813,8.992291,6.954936,22.306521,0.644193,,,,
5289,2.795054,1.458517,4.045536,0.058251,1.734966,,,,
5290,3.096545,1.126025,2.687399,2.631942,3.755991,,,,
5291,4.167046,0.080112,4.371375,11.307762,9.592968,,,,
5292,4.417055,0.130863,5.949629,0.917728,24.188729,,,,
5293,11.426286,2.105395,2.112744,7.380723,0.022565,,,,
5294,9.483557,3.007377,0.163226,2.594299,1.927653,,,,
5295,8.957577,2.875068,1.393704,1.596985,5.398258,,,,
5296,4.526917,0.573907,3.800826,7.570704,12.768646,,,,
5297,24.386943,8.145676,6.018471,4.713352,4.332384,,,,
5298,1.021494,5.431271,12.943712,10.897095,0.190587,,,,
5299,12.004261,2.790584,1.239602,14.970538,10.904416,,,,
5300,10.238879,18.8295,26.551016,0.603006,8.169674,,,,
5301,11.323567,14.99016,0.793536,7.831674,11.290081,,,,
5302,4.605141,5.04271,1.548207,0.649602,1.503105,,,,
5303,12.824849,0.049536,1.523406,1.868981,2.050678,,,,
5304,2.494851,2.795735,2.668952,19.389782,14.540554,,,,
5305,1.508705,7.910171,6.007854,0.471859,0.662793,,,,
5306,3.23022,11.264675,7.239367,1.529142,2.208031,,,,
5307,12.864504,2.725517,0.082573,4.009087,8.263714,,,,
5308,17.362351,0.31193,9.694169,14.620147,5.946847,,,,
5309,6.901248,0.551439,5.36885,19.901128,2.947784,,,,
5310,5.59502,0.391982,5.207004,11.279365,0.989075,,,,
5311,36.729834,1.451475,10.861886,0.741536,2.576321,,,,
5312,13.4511,5.038729,16.773158,4.399095,3.122381,,,,
5313,0.82827,4.167124,8.793495,6.677738,9.332685,,,,
5314,4.22186,10.108761,10.757388,32.799889,3.088384,,,,
5315,22.866177,11.059259,14.25865,8.860765,0.349375,,,,
5316,2.386562,4.779711,1.824405,11.199478,1.775566,,,,
5317,4.425671,0.128069,8.057509,7.442705,5.692072,,,,
5318,1.606992,3.995683,1.891929,13.930844,11.64508,,,,
5319,8.396593,5.40635,0.067749,3.820742,18.734541,,,,
5320,21.102885,1.308507,2.714698,1.179264,3.367342,,,,
5321,17.2257,3.218216,7.5912,0.978723,4.296048,,,,
5322,1.226795,4.529024,17.438035,2.757074,0.565522,,,,
5323,4.122758,6.254032,2.12776,4.177592,8.216903,,,,
5324,4.239556,3.866783,2.076657,1.46183,6.689022,,,,
5325,1.776097,9.073892,0.529688,1.105576,13.461703,,,,
5326,1.630099,0.230627,6.203392,3.153235,0.6782,,,,
5327,40.490411,3.01007,10.386499,18.980861,3.563323,,,,
5328,0.303399,4.406875,5.967644,4.909434,0.799006,,,,
5329,4.937176,1.674038,5.84462,3.708774,3.21072,,,,
5330,5.021596,11.109469,2.145204,11.485626,6.625401,,,,
5331,2.03219,9.990928,17.204292,2.621525,5.919938,,,,
5332,8.060372,4.721671,1.911565,0.510009,2.822957,,,,
5333,11.584797,13.608321,3.124924,24.055144,10.373949,,,,
5334,14.376594,0.374385,17.342666,3.025806,16.314876,,,,
5335,4.322027,7.147171,22.879449,6.064377,0.222375,,,,
5336,3.035712,6.755248,24.723183,2.166533,6.883837,,,,
5337,18.729628,16.544243,2.54345,8.512649,1.527617,,,,
5338,28.852718,2.963594,13.69049,15.396169,6.469523,,,,
5339,1.34454,4.130603,3.171113,10.393908,0.125177,,,,
5340,6.151187,6.653862,3.532291,1.824008,3.631515,,,,
5341,3.528326,1.355554,1.387574,1.841592,3.772597,,,,
5342,10.042482,1.317901,7.747301,1.76572,1.344172,,,,
5343,2.270918,9.576465,8.481118,2.969571,2.508181,,,,
5344,1.764914,5.030081,7.752487,7.408219,2.063785,,,,
5345,2.337502,4.790067,16.824324,3.186789,8.344101,,,,
5346,1.384469,0.231996,3.269991,6.88777,1.171545,,,,
5347,7.128619,0.860385,7.288978,3.047083,4.717781,,,,
5348,0.656442,16.759921,0.853181,7.968512,0.417257,,,,
5349,26.358517,2.379161,2.037158,10.562634,2.420967,,,,
5350,4.909914,8.032779,8.540493,5.486139,2.360898,,,,
5351,6.614786,6.311732,1.344696,8.76312,18.703577,,,,
5352,1.491559,10.001208,4.511685,0.119565,19.414874,,,,
5353,20.655087,1.356038,0.850255,0.832651,2.177245,,,,
5354,0.630428,0.626787,6.635194,2.455292,1.970079,,,,
5355,0.689649,6.845849,3.246617,0.923039,2.443998,,,,
5356,4.546079,0.103148,9.508997,6.22433,6.123713,,,,
5357,5.384926,6.746563,9.260192,5.242433,9.856931,,,,
5358,1.998844,18.986524,15.117234,3.572603,14.125557,,,,
5359,31.796206,5.383355,0.085783,1.653681,0.006501,,,,
5360,3.575804,0.072216,0.246844,14.464121,1.184274,,,,
5361,2.71196,9.009045,10.516808,5.043928,0.313583,,,,
5362,20.738577,4.932091,6.525214,13.56174,3.461961,,,,
5363,6.174167,23.325966,3.851338,15.866418,17.360982,,,,
5364,5.671036,1.648306,1.84196,1.544618,3.706775,,,,
5365,6.859244,0.432753,5.456117,10.184156,4.977177,,,,
5366,6.075067,0.900587,11.720759,7.306367,2.515483,,,,
5367,14.767689,17.048841,33.066552,6.417336,6.130386,,,,
5368,7.337601,1.68312,17.247456,1.197506,1.055225,,,,
5369,2.549678,1.251461,2.773662,0.769059,9.12541,,,,
5370,1.413657,0.548804,0.784146,5.13099,5.558753,,,,
5371,6.334797,0.061366,8.452009,7.810919,4.23678,,,,
5372,0.8332,6.287145,5.558584,2.296476,8.281976,,,,
5373,1.575104,23.490063,0.217793,7.714564,3.279088,,,,
5374,0.404935,6.969669,0.20234,10.463932,7.26907,,,,
5375,15.999931,0.189461,1.519678,6.228954,14.125243,,,,
5376,1.488824,1.628098,6.556235,7.674625,1.84845,,,,
5377,0.345452,5.203277,5.743083,0.083364,13.497676,,,,
5378,1.174266,1.871079,6.691103,0.288525,4.524271,,,,
5379,9.019884,8.696172,20.525005,9.524033,11.820181,,,,
5380,7.283641,12.123332,20.17488,6.323535,13.769199,,,,
5381,6.09547,1.472904,4.766251,1.235401,0.881599,,,,
5382,4.487527,0.538751,0.43438,1.123168,7.225602,,,,
5383,9.635337,4.651951,1.985171,13.134064,5.485057,,,,
5384,53.313478,4.583309,39.003871,1.88246,0.061429,,,,
5385,1.987607,0.667338,1.303252,5.849298,0.336163,,,,
5386,6.601856,2.331885,5.654369,3.306607,0.248126,,,,
5387,4.909424,4.377,15.301747,9.467422,6.068491,,,,
5388,13.12079,12.693266,3.653081,19.236651,1.726142,,,,
5389,2.356712,5.313355,5.748182,7.062589,7.252994,,,,
5390,6.512631,14.769793,4.347878,5.333624,11.473879,,,,
5391,31.567311,12.441315,1.845142,0.441657,1.161,,,,
5392,0.316284,5.571753,18.831005,3.767725,4.737145,,,,
5393,9.224195,7.406765,15.800948,0.221086,1.057543,,,,
5394,9.17804,15.817823,5.426828,13.142073,3.692748,,,,
5395,0.63595,12.036614,5.296248,3.706112,9.751681,,,,
5396,18.238671,2.282427,5.505263,2.955056,8.466017,,,,
5397,2.205501,9.143089,5.569177,16.804941,3.68489,,,,
5398,3.644961,5.234886,7.162611,18.386882,3.232091,,,,
5399,8.868817,1.297635,4.843108,3.106753,2.836009,,,,
5400,6.31413,2.055843,13.626886,1.539029,4.220227,,,,
5401,10.557829,9.121276,9.701817,20.951089,3.778237,,,,
5402,13.10301,8.350445,1.507332,3.958906,2.133454,,,,
5403,2.872495,12.516968,5.953198,1.035208,3.791682,,,,
5404,0.279088,3.493482,24.670388,6.591126,20.379124,,,,
5405,9.595762,3.528715,16.896364,8.224843,4.187549,,,,
5406,1.115471,1.995531,4.281905,5.765901,4.072184,,,,
5407,10.687249,17.82696,4.475077,4.340838,5.872893,,,,
5408,4.353544,8.938202,1.997741,0.954527,4.918578,,,,
5409,1.607688,9.866795,6.549822,5.409924,0.175957,,,,
5410,4.753222,23.676123,2.275712,7.734016,1.436968,,,,
5411,9.379589,9.782553,5.489638,32.410917,10.07155,,,,
5412,0.425041,5.027221,0.86676,1.546594,0.644653,,,,
5413,21.718326,7.466247,23.088249,1.437208,21.814611,,,,
5414,10.937298,0.388841,0.933006,2.193736,11.251516,,,,
5415,21.446767,18.724343,5.570207,4.152139,5.576327,,,,
5416,16.12134,13.275022,2.452116,8.365663,1.535268,,,,
5417,2.035971,3.822658,5.161881,0.080259,19.532859,,,,
5418,9.100095,3.14224,23.574354,3.169535,21.59596,,,,
5419,12.226647,2.215668,0.433064,10.891916,5.353419,,,,
5420,24.193825,3.401213,2.894347,8.130601,4.667114,,,,
5421,12.181967,3.058971,1.614883,14.597339,3.137492,,,,
5422,2.565716,7.214823,3.818424,8.483309,3.764303,,,,
5423,5.997325,3.715885,4.248404,5.038117,1.168458,,,,
